Monte Carlo	Total particles: 10000000	Num histories: 10000000	Implicit capture: 0	Init with adjoint: 0	Runtime: 1602.43
cell/edge       group           current         surface_flux    volume_flux     collision_flux  curr_var        sur_var         vol_var         coll_var        curr_err        sur_err         vol_err         coll_err        curr_rel        sur_rel         vol_rel         coll_rel        curr_fom        sur_fom         vol_fom         coll_fom        
108             0               1.87207         3.56827         3.30394         3.30383         12.8868         120.708         55.509          83.4861         0.0011352       0.0034743       0.00235603      0.0028894       0.000606388     0.000973667     0.000713099     0.000874559     1697.15         658.264         1227.22         815.912         
109             0               1.60282         3.05417         2.8248          2.82681         11.3009         111.821         48.208          72.3374         0.00106306      0.00334396      0.00219563      0.00268956      0.00066324      0.00109488      0.000777269     0.000951448     1418.67         520.578         1032.95         689.368         
110             0               1.37177         2.60803         2.41835         2.42157         9.8661          107.664         41.9504         62.6596         0.000993283     0.00328122      0.00204818      0.00250319      0.000724089     0.00125812      0.000846934     0.00103371      1190.25         394.253         870.007         584.02          
111             0               1.17564         2.23454         2.07317         2.07531         8.62089         76.4808         36.498          54.2066         0.000928488     0.00276552      0.00191045      0.00232823      0.000789771     0.00123762      0.00092151      0.00112187      1000.5          407.423         734.888         495.832         
112             0               1.00734         1.91809         1.7756          1.7757          7.51867         74.2049         31.6754         46.6836         0.000867102     0.00272406      0.00177976      0.00216064      0.000860783     0.00142019      0.00100234      0.00121678      842.237         309.405         621.143         421.501         
113             0               0.862959        1.64317         1.5211          1.52246         6.53761         80.771          27.4561         40.3872         0.000808555     0.00284202      0.00165699      0.00200966      0.000936956     0.0017296       0.00108933      0.00132001      710.858         208.608         525.897         358.154         
114             0               0.73908         1.40521         1.30305         1.30348         5.67928         87.4992         23.8125         34.8535         0.00075361      0.00295803      0.00154313      0.00186691      0.00101966      0.00210505      0.00118425      0.00143225      600.22          140.831         444.978         304.216         
115             0               0.633357        1.20646         1.11646         1.11714         4.92758         62.4315         20.5609         30.1183         0.000701967     0.00249863      0.00143391      0.00173546      0.00110833      0.00207104      0.00128433      0.00155348      508.025         145.493         378.327         258.589         
116             0               0.54234         1.02928         0.95624         0.956561        4.25625         34.0645         17.7082         25.8531         0.0006524       0.00184566      0.00133072      0.00160789      0.00120293      0.00179315      0.00139162      0.00168091      431.258         194.083         322.242         220.869         
117             0               0.465008        0.883856        0.819762        0.81882         3.68364         29.0181         15.3049         22.2058         0.00060693      0.00170347      0.00123713      0.00149016      0.0013052       0.00192732      0.00150913      0.00181989      366.324         168.002         274.01          188.422         
118             0               0.398344        0.757059        0.701601        0.701877        3.17967         25.274          13.1467         19.1446         0.000563885     0.00158978      0.00114659      0.00138364      0.00141557      0.00209994      0.00163425      0.00197134      311.428         141.516         233.66          160.582         
